article_id,article_url,article_title,article_tags,image_id,image_url
2970,https://www.thegamenashville.com/2023/07/19/no-71-recruit-for-24-decommits-from-georgia/,No. 71 recruit for '24 decommits from Georgia | The Game Nashville,jaylen heyward|espn,3B7B5F34B09500651533B399294F9A64,https://a.espncdn.com/photo/2018/0516/r371360_1296x864_3-2.jpg
2971,https://calgary.ctvnews.ca/2-motorcyclists-injured-in-separate-wednesday-collisions-1.6486164,2 vehicle collisions injure motorcyclists,police calgarypolice,C5BA4EE26D0196D62EE413F5508D04FA,https://www.ctvnews.ca/content/dam/ctvnews/en/images/2023/7/19/motorcycle-collision-1-6486172-1689796002643.jpg
2972,https://www.amherstbulletin.com/Book-Bag-51593546,Book Bag: Debut novel by Dean Cycon tells the story of a fraught WWII homecoming for Holocaust survivors,cross party,9A77B7C2D3907C734CF91B60987CD560,https://www.amherstbulletin.com/getattachment/bf05a619-e896-4c79-bec6-e5e1b9e07ca3/23ef48b515044886b6faf010bd000c14.jpg
2973,https://www.ktvq.com/news/local-news/seeing-double-identical-twin-msu-billings-professors-retire-after-40-years,Seeing double: Identical twin MSU Billings professors retire after 40 years,state university;eastern montana college,FB5A6223908264297B460854EE940C2B,http://ewscripps-brightspot.s3.amazonaws.com/06/b4/ab62b5124aa09532fd90e0be1b7a/twins-1-29-1.jpg
2974,https://www.winchesterstar.com/winchester_star/su-faculty-member-recognized-by-american-academy-of-nursing/article_b65c2442-e5d9-51dd-b925-ba388c86efd3.html,SU faculty member recognized by American Academy of Nursing,university psychiatric mental health nurse practitioner;eleanor wade custer school of nursing;american academy of nursing;sinclair health clinic;american nurses credentialing center,8438BB229E99A4EE6B77D339EA8F0593,https://bloximages.newyork1.vip.townnews.com/winchesterstar.com/content/tncms/assets/v3/editorial/b/1c/b1ca221b-42f7-596d-9cd0-11405527802c/64b866f680b0e.image.jpg?crop=481%2C481%2C0%2C79
2975,https://www.amherstbulletin.com/More-than-500-applicants-for-lottery-for-new-Amherst-affordable-housing-51674446,500-plus apply for 28 affordable units in Amherst,municipal affordable housing;department of mental health;valley community development,8602A971EBE391E5E0185B6916363687,https://www.amherstbulletin.com/getattachment/67fd5dce-1bcc-4461-90b1-9da7796acdc9/3f6db95d89b744e3b7e657a32cc0ab6c.jpg
2976,https://www.nbcdfw.com/news/local/the-lord-was-here-firefighters-save-church-sanctuary-in-6-alarm-east-oak-cliff-fire/3299410/,Firefighters save church sanctuary in 6-alarm East Oak Cliff fire Ã¢â‚¬â€œ NBC 5 Dallas-Fort Worth,clumpner;tammy robertson;mabel king|saintsville sanctuary church,34318D5131B4C8C990616B64BA3E7FBB,https://media.nbcdfw.com/2023/07/5P-DALLAS-CHURCH-FIRE-F_KXAS1N1Y_2023-07-19-17-35-18.jpg?quality=85&strip=all
2977,https://infotel.ca/newsitem/bba-blue-jays-nimmala/cp860025391,First-round draft pick Arjun Nimmala fits right in with Blue Jays organization | iNFOnews,bichette;ross atkins;cavan biggio;john chidley-hill;vladimir guerrero jr;mark shapiro;mookie betts;arjun nimmala;julio rodriguez|blue jays at major league baseball;rogers centre;strawberry crest high school in dover,D473A19B797912880B6E6375FD805BBD,https://infotel.ca/images/news/cp/photos/20230719180724-64b86282875516c7e8bd6727jpeg.jpg?q=90
2978,https://newsghana.com.gh/2024-namibia-kenya-trade-and-investment-conference-to-be-hosted-in-nairobi/,2024 Namibia-Kenya Trade and Investment Conference to be Hosted in Nairobi,tjitombo;benestus kandorozu;vetaruhe kandorozu;elvis mboya;michael sialai;joseph uapingena;racheal mahugu;maureen hinda-mbuende;peter wamburi|kenya welfare association;namibia investment development board;optiven group kenya;nampower convention centre;optiven global office in karen nairobi;kingdom bank kenya;african media agency,00CBFFF49B547BF7981C9522576C6D99,https://newsghana.com.gh/wp-content/uploads/2023/07/Namibia-Kenya-Trade-1024x684-1.jpg
2979,https://www.12news.com/article/news/local/valley/its-hot-being-out-here-record-breaking-heat-doesnt-stop-first-day-of-classes-for-valley-schools/75-efc8927e-2a05-4574-bbac-941d1a6ef531,Record-breaking heat doesn't stop schools' first day of classes,at chandler unified school district,DED01C9D30D24465FA69A13CDB3200BF,https://media.12news.com/assets/KPNX/images/fdda2749-577a-4ff3-9b16-88aaca155252/fdda2749-577a-4ff3-9b16-88aaca155252_1140x641.jpg
2980,https://www.wbal.com/article/613602/3/4-baltimore-institutions-express-concerns-over-artscape-planning,4 Baltimore institutions express concerns over Artscape planning,office of promotion;university of baltimore;m t bank stadium;maryland institute college of art;bank arenaand the baltimore ravens,3EBA3349923BDD089689B146CDB295D9,https://cdn.s3-media.wbal.com/Media/2022/10/20/5bce6531-b88a-4510-a18a-a0e043c13885/thumb-400.jpg
2981,https://www.thestar.com.my/news/nation/2023/07/20/malaysian-earns-spot-on-global-student-prize-shortlist,Malaysian earns spot on Global Student Prize shortlist,jasnie;sabahan alesyah asa;christine stanislaus kinsik;kenneth chong|varkey foundation;keningau vocational college,A0365B14C16F7EF8662E114E2A0E332F,https://apicms.thestar.com.my/uploads/images/2023/07/20/2185961.jpg
2982,https://tvline.com/news/how-to-watch-futurama-season-11-online-streaming-hulu-1235014137/,How to Watch 'Futurama' Season 11 Online Ã¢â‚¬â€ Streaming on Hulu Ã¢â‚¬â€œ TVLine,john dimaggio;hermes conrad;john zoidberg;amy wong;hubert farnsworth;billy west|espn;planet express delivery company;disney,7CC16891116F16FCFB031E924BE4C67F,https://tvline.com/wp-content/uploads/2023/05/futurama-season-11-release-date-hulu.jpg
2983,https://www.thepilot.com/news/west-pine-middle-teacher-suspended-following-arrest/article_7ba86c8e-268e-11ee-962a-5b5369cd7549.html,West Pine Middle Teacher Suspended Following Arrest,west pine middle school teacher;moore county sheriff office,E6AE2F8AE510D1B5C0412839740FA947,https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/0/a2/0a2627b6-2690-11ee-9839-9b349a6391e5/64b87888b15bd.image.jpg?crop=590%2C590%2C0%2C93
2984,https://finance.yahoo.com/news/etf-says-protects-against-market-235044180.html,New ETF Says It Protects Against All Market Losses,geraci;tim urbanowicz;lois gregson|,0261EB4D2E861331DC176FCC4E747314,https://media.zenfs.com/en/indexuniverse.com/d308ee897f15082f74a6a6d677c6f0ed
2985,https://infotel.ca/newsitem/in-photos-first-of-two-ww2-aircraft-lands-in-penticton/it99482,iN PHOTOS: First of two WW2 aircraft lands in Penticton | iNFOnews | Thompson-Okanagan's News Source,brett;julius bloomfield;penticton herald|canadian navy;united states federal aviation administration;airbase arizona museum in mesa;united states;penticton flying club;journalism initiative,7308901C9FA0B83FDD96D1F43E4FD520,https://infotel.ca/news/medialibrary/image/hd-mediaitemid99482-4184.jpg
2986,https://www.bangkokpost.com/business/general/2614514/operators-voice-unease-over-political-situation,Operators voice unease over political situation,kulmongkol;nutthawat wichieanbut;tassapon bijleveld;marisa sukosol nunbhakdi|thai airasia;thai restaurant association;forward party;thai hotels association;nutthawat wichieanbut move forward party;tourism authority of thailand,645FD135AF2FDD4768BB7F87798693D3,https://static.bangkokpost.com/media/content/dcx/2023/07/20/4832658_700.jpg
2987,https://www.medscape.com/viewarticle/994555,Obesity May Play a Role in Defecation Disorders,bowel research centre;queen mary university of london,0224D20D66F961A9F94206DCB988FAE7,https://img.medscape.com/thumbnail_library/gty_230719_obese_stomach_pain_800x450.jpg
2988,https://news.yahoo.com/teslas-price-cuts-brought-huge-230000751.html,"Tesla's Price Cuts Brought In Huge Revenue, But Lower Profit Margins",elon musk|reuters,5B16DAEFF32424174EFDE078A3070584,https://s.yimg.com/ny/api/res/1.2/9zJsWrNIk21ionegfL5_5Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/the_drive_634/e532aed11447cec2b69c924d4d13bdfb
2989,https://www.complex.com/music/a/markelibert/ice-spice-drake-coach-vibes-career-advice-friendship,Ice Spice: Drake Brings 'Coach Vibes' and 'We Talk All the Time',zane lowe|instagram,359C81AED9F93D2F28615BBF450A69CB,https://img.buzzfeed.com/buzzfeed-static/static/2023-07/19/22/campaign_images/f4ed2013a092/ice-spice-on-drake-bringing-coach-vibes-and-caree-3-1432-1689806887-0_dblbig.jpg
2990,https://punchng.com/tinubu-must-save-nigerias-children/,Tinubu must save Nigeria's children,adewunmi;roger federer;geoffrey njoku;bola tinubu|youtube;cultural organisation;united states;ondo state security network agency,0B5BECB63989777BE554C33065AD4C53,https://cdn.punchng.com/wp-content/uploads/2020/09/03161719/Niran-Adedokun-1.jpg
2991,https://www.amherstbulletin.com/The-Lehrer-Report-July-21-2023-51670231,"The Lehrer Report: July 21, 2023",dean;rebecca mlynarcyk;los angeles;sal mineo;mount sugarloaf|plainfield congregational church;amherst community band;huntington museum;fort river elementary school,05095FF304DCC0BF95DFAA929531EBB8,https://www.amherstbulletin.com/getattachment/c4e83858-aa90-44d9-bf52-a49ed7f25a1e/479917b89c084e8283e6a2d5539f7161.jpg
2992,https://beach951.com/abc-national-news/2159e3f64f5dae32f5c030b095f5dcf4,"ABC National News - Beach 95.1 - WBPC Panama City Beach Greatest Hits of the 60s, 70s & 80s",valley national park;pfizer;united states;national weather service raleigh;national weather service;maricopa county department of public health;national park service,7A9B3A3EE749522530D65F756E708B34,https://s3.amazonaws.com/syndication.abcaudio.com/files/2023-07-19/ABC_HeatWave_071923.jpg
2993,https://nypost.com/2023/07/19/us-soldier-travis-kings-mad-doomed-dash-to-north-korea/,"US soldier Travis King's mad, doomed dash to North Korea",warmbier;travis king king;travis king travis king;travis king|university of virginia;united states;united nations,53F67271E950B9B47F0BD19672C2FA44,https://nypost.com/wp-content/uploads/sites/2/2023/07/newspress-collage-o5n0y5g5i-1689809958812.jpg?quality=75&strip=all&1689795646
2994,https://www.grandprix247.com/2023/07/19/de-vries-sometimes-you-have-to-take-the-hard-road-speaks-on-f1-axing/,De Vries: Sometimes you have to take the hard road,ricciardo;helmut marko;peter fox getty;vrie fehlern;christian horner;scuderia alphatauri;alan baldwin|instagram;red bull,0AB7507D5A0A790DED2FAB17BBC7CF22,https://www.grandprix247.com/wp-content/uploads/2023/07/SI202307020140_hires_jpeg_24bit_rgb.jpg
2995,https://www.sun-sentinel.com/2023/07/19/united-airlines-says-it-made-1-billion-in-the-second-quarter-and-sees-strong-remainder-of-2023/,United Airlines says it made $1 billion in the second quarter and sees strong remainder of 2023,airlines;david koenig ap airlines writer,384570B058E5F4876AE9384A623531B7,https://www.sun-sentinel.com/wp-content/uploads/2023/07/Earns_United_57430.jpg
2996,https://www.christianpost.com:443/news/judge-rejects-trumps-claim-he-didnt-rape-e-jean-carroll.html,Judge rejects Trump's claim he didn't 'rape' E. Jean Carroll,a kaplan;donald trump;stormy daniels;e jean carroll;andrew kelly;joe tacopina;michael gryboski;boris epshteyn|church editor;bergdorf goodman;manhattan criminal court on,2B5B81FCF5EC8186E72D2E90396D85F0,https://cdn.christianpost.com/files/original/thumbnail/25/47/254708.jpg
2997,https://wrno.iheart.com/content/2023-07-19-lsu-student-food-pantry-wins-over-68000-in-jell-o-shot-challenge/,"LSU Student Food Pantry Wins Over $68,000 In Jell-O Shot Challenge",world series;food bank,84DD370F4CABD9D4ADB4C543C89E06A7,"https://i.iheart.com/v3/re/assets.getty/5f90ab8585fe21e085ff2c3b?ops=gravity(%22north%22),fit(1200,675),quality(65)"
2998,https://news.yahoo.com/man-dies-losing-consciousness-during-224317036.html,Man dies after losing consciousness during Mesa police arrest,county attorney office,1609E430BD48A33C236C0D082E661120,https://s.yimg.com/ny/api/res/1.2/uUY7J0SZDMn9AjWXNhGgOA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD0xMjM2/https://media.zenfs.com/en/azcentral-the-arizona-republic/07cebbce60891cee22561085e4ecccd2
2999,https://www.telegraphindia.com/feeds/west-bengal/trinamul-congress-functionaries-approach-senior-police-officers-for-action-against-assault-on-chopra-mla-hamidul-rehman/cid/1953219,Trinamul Congress (TMC) | Trinamul Congress functionaries approach senior police officers for action against assault on Chopra MLA Hamidul Rehman,bakshi;saikat chatterjee;abhishek banerjee;hamidul rehman;kanaialal agarwala|supreme court;trinamul congress;calcutta high court on,1628772396033565243F742FC69FE322,https://assets.telegraphindia.com/telegraph/2023/Jun/1687258595_tmc.jpg
3000,https://www.theepochtimes.com/capitol-police-retaliates-against-whistleblowers-us-house-oversight-panel-told_5410102.html,"Capitol Police Retaliates Against Whistleblowers, House Oversight Panel Told",desposito;donald trump;michael bolton;ron russo|united states;epoch times photo a capitol police;university of california;epoch times photo capitol police;u s capitol police;united states capitol police;office of inspector;office of inspector general;committee on house administration;capitol police;capitol police office of inspector;longworth house office building,5E4CD0B5E23862B14C0286AAB27D70A5,https://img.theepochtimes.com/assets/uploads/2023/07/19/id5410322-GettyImages-1147366097-1200x867.jpg
3001,https://decider.com/2023/07/19/the-almost-legends-netflix-review/,'The (Almost) Legends' Netflix Review: Stream It Or Skip It?,benny emmanuel;ricardo castro velazquez;tino diego sandoval;connie nora velazquez;dively esmerelda soto;valentin abitia guillermo quintanilla;silvia karem momo;dagoberto gama;ford v ferrari;preciado harold azuara|netflix,C3038471B2CF2624D04894BD269875DC,https://decider.com/wp-content/uploads/2023/07/THE-ALMOST-LEGENDS-NETFLIX-REVIEW.jpg?quality=75&strip=all
3002,https://www.ocregister.com/2023/07/19/huntington-beach-council-majority-rejects-proposal-to-find-ways-to-combat-citys-brain-drain/,Huntington Beach council majority rejects proposal to find ways to combat city's brain drain Ã¢â‚¬â€œ Orange County Register,chi;councilmember rhonda bolton;dahle bulosan;chris slama;ursula luna-reynosa|work institute;community library services;community development;huntington beach city council,F5892069373C1F72F0740A381195E36D,https://www.ocregister.com/wp-content/uploads/2023/07/OCR-L-HBBOOK-0621-JG-11.jpg
3003,https://news.yahoo.com/latto-wingstop-join-forces-latto-214810904.html,Latto And Wingstop Join Forces For 'The Latto Meal' And New Wing Flavor: 'Don't Play With Me',chicken wing day,2A9139D8815F4135A12C23D1DC0DC42D,https://media.zenfs.com/en/blavity_articles_483/7117dca43abc2095c92bfb18ccc7e488
3004,https://punchng.com/fg-receives-canadas-9-2m-covid-19-grant/,FG receives Canada's $9.2m COVID-19 grant,mulombo;faisal shuaib;jamie christoff|world health organisation country representative office;canada global initiative for vaccine;national primary health care development agency,503893CC6B91309862E931373FB08AC5,https://cdn.punchng.com/wp-content/uploads/2021/10/28192155/HIV-Covid-19-pandemic.jpg
3005,https://www.amherstbulletin.com/Protecting-the-wrong-people-in-Amherst-51668146,Guest column with Jena Schwartz: Protecting the wrong people in Amherst,cunningham;mike morris;jena schwartz|amherst regional middle school;regional school committee;morris,D7D0DE6B23E777D3CF82E107EDEFF3C6,https://www.amherstbulletin.com/getattachment/3c762a35-e077-47de-93b8-3a500092a2f8/81f632814aa24c388781c251d92938f0.jpg
3006,https://kingfm.com/ixp/99/p/laramie-county-sheriffs-office-announces-national-night-out-events/,LCSO Announces National Night Out Events,warner;cheyenne marshal;brian kozak|laramie county sheriff office;winds mobile home community;national night;sheriff office;facebook;walmart;pine bluffs police department;national night out event,70B9162C7EA5DFD59BF3F7C701BBBB7C,https://townsquare.media/site/99/files/2023/07/attachment-Untitled-design-2023-07-19T144406.559.jpg?&zc=1&s=0&a=t&q=89
3007,https://thestarphoenix.com:443/news/saskatchewan/yorkton-tribal-council-underlines-importance-of-justice-funding/wcm/c3996dec-7b6a-4ede-8dbe-8f355e095388,Yorkton Tribal Council underlines importance of justice funding,lametti;isabel osoup;tracy desjarlais;terri-ann lepowick;michelle stewart|indigenous justice program community based justice fund;yorkton tribal council isabel osoup;aboriginal courtworker program;department of justice;university of regina;justice program;saskatoon starphoenix;postmedia network inc;justice department;yorkton tribal council,68F4B23ADA7E9D5EE90F6C261FD533B3,https://smartcdn.gprod.postmedia.digital/thestarphoenix/wp-content/uploads/2023/07/decorative-scales-of-justice-in-the-courtroom.jpg
3008,https://www.publicradiotulsa.org/local-regional/2023-07-19/why-most-oklahoma-rural-hospitals-havent-accepted-congress-offer-to-save-them,Why most Oklahoma rural hospitals haven't accepted Congress' offer to save them,kozikuzki;janice walters;harold miller;elaine bubb;marjorie miccuci|blackwell;department of health;rural health redesign center;oklahoma hospital association,0CFC5532C4DEF8425F1B467827733FFC,http://npr-brightspot.s3.amazonaws.com/b8/b6/31c3f33048d19723106a9d345dc1/reh5.jpeg
3009,https://www.amherstbulletin.com/Contract-with-Amherst-Pelham-teachers-union-finalized-51661709,Amherst-Pelham teachers contract ratified after long struggle,bockelman;ben herrington;allison mcdonald;peter demling;sarahbess kenney;scott merzbach;jennifer shiao;marc terry|school emergency relief fund;amherst regional school committee;pelham education association;mcdonald,E51C0E706792432BCE3A5662A3276A51,https://www.amherstbulletin.com/getattachment/7452b5bc-cc79-41bd-898e-f918ced6787e/438ba19519544ebfbdf8f01ce4dbf2cf.jpg
3010,https://www.denverpost.com/2023/07/19/its-not-a-common-sight-wildlife-officers-relocate-moose-on-the-loose-in-downtown-greeley/,Wildlife officers relocate moose on the loose in downtown Greeley,hoose;kara van hoos;jennifer finch|weld county administration;colorado department of parks;weld county sheriff office,AA037BAA7066D03723477C8E7335E51F,https://www.denverpost.com/wp-content/uploads/2023/07/GRE-L-MooseLoose-0719-01.jpg
3011,https://www.dailybreeze.com/2023/07/19/south-l-a-man-sentenced-to-life-without-parole-in-killings-of-wife-baby-boy/,"South L.A. man sentenced to life without parole in killings of wife, baby boy",trina schrader;los angeles;algernon rieux|los angeles county district attorney office;inglewood superior court,C38B5F7555A811575130978373CECF96,https://www.dailybreeze.com/wp-content/uploads/2023/07/generic_court21-1.webp
3012,https://www.bangkokpost.com/thailand/politics/2614442/pheu-thai-primed-to-form-govt,Pheu Thai primed to form govt,wongsuwon;varuth hirunyatheb;varawut silpa-archa;palang pracharath;cholnan srikaew;muhamad noor matha|varuth hirunyatheb pheu thai party;forward party;pheu thai party,20F713E5A55C7C08B5395C5AA3241F99,https://static.bangkokpost.com/media/content/20230720/c1_2614442_230720061654_700.jpg
3013,https://news.yahoo.com/chloe-bailey-slays-cheeky-mas-221252450.html,Chloe Bailey Slays Cheeky Mas Costume At First Carnival In St. Lucia,chloe bailey|instagram,76BD7882AEE2210072121656F232212E,https://media.zenfs.com/en/blavity_articles_483/f2b9b38aaf230c7c4d0bda445828d397
3014,https://indianexpress.com/article/cities/ahmedabad/visa-service-firm-staff-held-for-forging-documents-to-aid-canada-immigration-8849362/,Visa service firm staff held for forging documents to aid Canada immigration,police;navya corporation;christie,A319EDC2FCDB4B246F9187D16188918B,https://images.indianexpress.com/2023/07/visa-759.jpg
3015,https://wrko.iheart.com/content/local-actors-rally-in-support-of-striking-team-members/,Local Actors Rally In Support Of Striking Team Members,guild;television producers;alliance of motion,CF1655F2A19D8182871F7F967034213C,"https://i.iheart.com/v3/re/new_assets/64b869b162bb76af1cbdb306?ops=gravity(%22north%22),fit(1200,675),quality(65)"
3016,https://www.complex.com/music/a/backwoodsaltar/puerto-rican-authorities-tell-6ix9ine-not-to-visit,Puerto Rican Authorities Tell 6ix9ine Not to Visit,viva;lil durk;premios juventud;daniel hern|instagram;police department,0325354B1E14DDA4C4FA31E33BF3B34C,https://img.buzzfeed.com/buzzfeed-static/static/2023-07/19/20/campaign_images/ef96fca264b3/6ix9ine-should-not-visit-puerto-rico-over-safety--3-1086-1689799651-0_dblbig.jpg
3017,https://www.wsbradio.com/news/national/7-more-heat-related/IZMLFKZEQWPFGGXBKKXS5CRVFY/,"7 more heat-related deaths confirmed in Arizona, California",states;pfizer;death valley national park;national park service;national weather service;maricopa county department of public health;national weather service raleigh,6C2E16EAB7EA251EED84AEB4B8ECFB90,https://cmg-cmg-rd-20021-prod.cdn.arcpublishing.com/resizer/_bH4u5XMqy7LTMiQqK1fIqTlC64=/1440x810/filters:format(jpg):quality(70)/cloudfront-us-east-1.images.arcpublishing.com/cmg/QHQRSTWSEKQOVWZFNPDL3BIGIU.jpg
3018,https://www.dailymail.co.uk/tvshowbiz/nicola-peltz/article-12317499/Nicola-Peltz-shows-incredible-figure-skimpy-black-bikini-posing-loved-snaps-husband-Brooklyn-Beckham.html,Nicola Peltz shows off her incredible figure in a skimpy black bikini,peltz;brooklyn beckham;nicola peltz beckham;nicola peltz;nicola instagram|instagram;young,9D2ECB5FF2DEE92C99D5902A9FF66562,https://i.dailymail.co.uk/1s/2023/07/20/00/73407131-0-image-a-228_1689810660723.jpg
3019,https://news.yahoo.com/nyc-congestion-pricing-exemptions-likely-234400310.html,"NYC congestion pricing exemptions likely scarce, hints chair of MTA toll board Ã¢â‚¬â€ bad news for New Jeseyans, cabbies, late-night workers seeking break",guild;workers union;york taxi workers alliance,F05404F57E191575B7799330E1427C39,https://s.yimg.com/ny/api/res/1.2/3ZqVaIU97oViFhTCeIdAaA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ny_daily_news_local_423/b8cc19433cae5d8ff7dced2b8e558bff
3020,https://www.thewrap.com/bron-studio-behind-joker-euphoria-files-bankruptcy/,"Bron, Canadian Studio Behind 'Joker' and 'The Mule,' Files for Bankruptcy",driver;joaquin phoenix;lady gaga;clint eastwood;aaron l gilbert|warner bros;grant thornton,84399D3C325CC1CF36E66EAD93563F2C,https://www.thewrap.com/wp-content/uploads/2022/06/joker.jpg
3021,https://undeadwalking.com/2023/07/19/walking-dead-daryl-dixon-new-characters/,The Walking Dead: Daryl Dixon who are the new characters in the series?,puech scigliuzzi;daryl dixon;daryl norman reedus;laurent louis puech scigliuzzi;romain levi;daryl dixon norman reedus;elias hauter|philippe;entertainment weekly,0FF645BBE01A934B5412ED0425D033DB,"https://images2.minutemediacdn.com/image/fetch/w_2000,h_2000,c_fit/https%3A%2F%2Fundeadwalking.com%2Ffiles%2Fimage-exchange%2F2017%2F07%2Fie_105117-scaled.jpeg"
3022,https://www.mprnews.org/story/2023/07/19/gunman-who-shot-fargo-officers-had-1800-rounds-multiple-guns-grenade-in-car-officials-say,"Gunman who shot Fargo officers had 1,800 rounds, multiple guns, grenade in car, officials say",wrigley;tim mahoney;jake wallin;tyler hawes;david zibolski;mohamad barakat;zach robinson;andrew dotas|bureau of criminal investigation;minnesota army national guard,2953D97116C6B2FF1B9744B11C5EA66A,https://img.apmcdn.org/4a5159cfa8d3568cb53f7e677155038164687e9c/widescreen/7e105b-20230715-fargo-shooting-holding-eagle-presser04-2000.jpg
3023,https://www.theepochtimes.com/irs-whistleblowers-testify-over-lack-of-federal-prosecution-against-hunter-bidens-alleged-tax-crimes_5409974.html,IRS Whistleblowers Testify Over Lack of Federal Prosecution Against Hunter Biden's Alleged Tax Crimes,desantis;roger stone;hunter biden;joe biden;donald trump|white house,F071AAFB7C17E5DB957E5B0766EAEEBC,https://img.theepochtimes.com/assets/uploads/2023/07/19/id5410532-CR_07-19-23_ExplosiveTest_BG_V2-1200x675.jpg
3024,https://www.lagrangenews.com/2023/07/19/from-youth-council-to-intern-lee-is-a-rising-star-in-lagrange/,"From Youth Council to intern, Lee is a rising star in LaGrange",murphy;katie van schoor;alisa lee|lagrange youth council;youth council,8D8A78A4CA75CFF28A7DCDA886E449A4,https://www.lagrangenews.com/wp-content/uploads/sites/37/2023/07/Alisa-Lee-01-fw.jpg
3025,https://nypost.com/2023/07/19/raise-the-age-laws-are-making-youth-crime-worse/,'Raise the Age' laws are making youth crime worse,halpern;robert mecea;foridun mavlonov|manhattan institute;york city criminal justice agency;new york times;public safety initiative,DEB73EB87553C7C0C6938C954458DBB7,https://nypost.com/wp-content/uploads/sites/2/2023/07/newspress-collage-96gunkbxn-1689808046414.jpg?quality=75&strip=all&1689793764
3026,https://www.miragenews.com/cholesterol-study-reveals-impact-on-lung-1050326/,Cholesterol Study Reveals Impact on Lung Function and Brain Size,of south australia;australian centre for precision health at uni,3F6018EEABA0029E5FCA7D823BD38952,https://www.unisa.edu.au/siteassets/media-centre/images/media-release-images/2023/cholesterol-_500x500.jpg
3027,https://www.theepochtimes.com/these-schools-are-dropping-legacy-admissions-after-scotus-ruling_5410091.html,The Schools Dropping Legacy Admissions After SCOTUS Ruling,daniels;justice neil gorsuch;matthew mcgann;tim scott;lady michelle obama;michael roth;justice sonia sotomayor|john hopkins university;supreme court;twitter;wesleyan university;university of north carolina;harvard college;carnegie mellon university,23975C213D17E0F41FBF50895E17953C,https://img.theepochtimes.com/assets/uploads/2023/07/19/id5407664-GettyImages-1379105345-1200x800.jpg
3028,https://www.nbcdfw.com/news/local/defense-rests-on-day-3-of-timberview-hs-shooting-trial-closing-arguments-thursday/3298674/,Closing arguments to begin in Timberview High School shooting trial Ã¢â‚¬â€œ NBC 5 Dallas-Fort Worth,simpkins;timothy george simpkins;ryan hill|timberview high school in arlington,484294492BBC541A4D5CEA731A18AF4D,https://media.nbcdfw.com/2023/07/timothy-simpkins-court-day-three-closing.jpg?quality=85&strip=all
3029,https://www.medscape.com/viewarticle/994551,Chronic Constipation Linked to Cognitive Decline,ma;heather m snyder;percy griffin|university of massachusetts amherst;harvard medical school;brain health;alzheimer association;health professionals study;nurse health study;alzheimer association international conference,87F5C28CB01488DEE0B1C0D8A3583812,https://img.medscape.com/thumbnail_library/dt_181018_stomach_constipation_pain_800x450.jpg
3030,https://www.telegraphindia.com/feeds/west-bengal/bengal-bjp-president-sukanta-majumdar-once-again-repeats-that-mamata-banerjee-government-will-face-premature-collapse/cid/1953209,Mamata Banerjee government | Bengal BJP president Sukanta Majumdar once again repeats that Mamata Banerjee government will face premature collapse,thakur;dilip ghosh;amit shah;mamata banerjee;suvendu adhikari;sukanta majumdar|bengal assembly;trinamul congress,843ECEFEE4787C654143F93AD466D5C4,https://assets.telegraphindia.com/telegraph/2023/Jul/1689808967_new-project.jpg
3031,https://www.kens5.com/article/news/local/outreach/wear-the-gown/wear-the-gown-one-ozempic-side-effect-coming-out-diminishing-alcoholism/273-6c6f6082-3112-4aa7-b2fa-c30f3ce7aa69,"Wear The Gown: One Ozempic side effect coming out, diminishing alcohol use",medical detox centers,5DF1FB2B5DD3EF2874D742E7D66FC652,https://media.kens5.com/assets/KENS/images/261857e4-3a5d-42ca-8252-79b94f3d5d17/261857e4-3a5d-42ca-8252-79b94f3d5d17_1140x641.jpg
3032,https://www.timescall.com/2023/07/19/denver-meow-wolf-lawsuit-cheese-crackers/,Longmont cracker baker files lawsuit against Denver's Meow Wolf,s district court,3ECA8E8D7A5955059F4B49FF16148A96,https://www.timescall.com/wp-content/uploads/2023/07/TDP-L-MEOW_WOLF_318.jpg
3033,https://tucson.com/life-entertainment/nation-world/movies-tv/universal-under-investigation-after-it-trimmed-trees-that-shaded-sag-aftra-protesters/article_5cc1f6b0-f6d9-57f1-921b-d877bed02e6d.html,Universal under investigation after it trimmed trees that shaded SAG-AFTRA protesters,angeles;chris stephens;kenneth mejia;ron perlman|national labor relations board;universal pictures;disney;cable news network inc;national labor relations act;writers guild;television producers;discovery company;warner bros;twitter;alliance of motion;los angeles public works department;cnn;national weather service,1484405C609F21BAEE8AE297BAD52F45,https://bloximages.chicago2.vip.townnews.com/tucson.com/content/tncms/assets/v3/editorial/5/cc/5cc1f6b0-f6d9-57f1-921b-d877bed02e6d/64b852a856584.preview.jpg?crop=1763%2C992%2C0%2C92
3034,https://www.wbur.org/news/2023/07/19/capital-investment-business-mbta,MassDOT board approves investment spending plan,fiandaca;jim rooney;david mohler;phil eng|office of transportation planning;massachusetts department of transportation board of directors;greater boston chamber;boston chamber,17640258C7FC7664364C28D0E7B96073,https://wordpress.wbur.org/wp-content/uploads/2023/07/0703_rmv02-1000x666.jpg
